season,elo1_pre_Diff,elo2_pre_Diff,elo1_post_Diff,elo2_post_Diff,qbelo1_pre_Diff,qbelo2_pre_Diff,qbelo1_post_Diff,qbelo2_post_Diff,qb1_game_value_Diff,qb2_game_value_Diff,qb1_value_post_Diff,qb2_value_post_Diff
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,77.02999999999997,-140.67499999999995,118.98400000000015,-182.6300000000001,76.30449488999989,-139.95152598000004,118.63449414999991,-182.28152524000006,414.14874704577,98.52855318569996,5.894707653054006,-26.62078806043801
1966,165.62300000000005,236.3119999999999,167.586,234.34900000000016,163.18396127000005,238.37712551999994,164.31327521000003,237.24781157999996,-0.6712503177599842,-114.30811506839999,60.677437496246995,15.38257102189501
1966,-254.96800000000007,-165.3209999999999,-298.8570000000002,-121.43200000000002,-250.9020799299999,-169.13993063999987,-291.51198395000006,-128.53002661999994,-207.59363076447602,139.16613331127098,-111.93843455751659,-58.94678497805395
1966,286.57000000000016,21.651000000000067,315.64300000000003,-7.4220000000000255,282.94776935999994,27.576086039999836,310.3535467400002,0.17030865000015183,82.375664368536,-159.715105694331,111.05485515822059,73.44069350663693
1966,43.4699999999998,111.41899999999987,48.322000000000116,106.56600000000003,35.34751030000007,128.79135263000012,43.3001322099999,120.83873072999995,79.52190235407,177.91832677697099,-12.056621105331004,76.22515539341009
1966,-211.0559999999998,-51.069999999999936,-190.49500000000012,-71.63100000000009,-199.6607855100001,-74.23948380000002,-185.68174124999996,-88.21852805000003,-79.78747201622998,78.293476784259,-42.579629607536994,-79.47093155194707
1966,-106.6690000000001,-59.465000000000146,-160.64300000000003,-5.490000000000009,-107.22087037999995,-73.79659867999999,-156.7244464800001,-24.293022589999964,-83.844015685518,142.12673070453,-56.5919965432668,64.61697765095096
1966,216.64200000000005,49.930000000000064,226.00200000000018,40.569999999999936,213.40283735999992,54.00126655000008,219.25054373000012,48.153560179999886,132.485251560288,-174.987022604493,147.9266691881748,-10.229762514843287
1966,-50.06899999999996,26.187000000000126,-77.63900000000012,53.75700000000006,-47.2861240499999,38.8288107599999,-73.4866503400001,65.0293370500001,-242.29122966476996,180.573609525243,-65.37594052291499,-25.359757852766677
1966,-36.31100000000015,-97.00999999999999,5.731999999999971,-139.0519999999999,-28.03592608000008,-99.50877209999999,12.783999499999936,-140.3286976700001,251.35579454666998,-205.48692290603398,10.120630966511996,-5.222213301386418
1966,-75.14699999999993,2.869999999999891,-85.53999999999996,13.26299999999992,-76.26630565999994,3.7103390800000398,-86.08076768000001,13.524801080000088,113.00851276241997,182.542893081384,-29.938908729279007,32.501464759493416
1966,232.28500000000008,64.07600000000002,185.36400000000003,110.99499999999989,227.8862373899999,61.03397694,185.57217817000014,103.34803616999989,-253.69514427384598,-7.236741783810004,-13.950823362867588,30.435323882666992
1966,-95.72000000000003,69.6389999999999,-22.659000000000106,-3.4209999999998217,-86.58348695999985,70.03225415999987,-18.308820090000154,1.7575873000000684,19.288344652566003,-213.852477704316,2.6936762115515833,-54.487493238096604
1966,-3.689000000000078,-27.804999999999836,-3.405999999999949,-28.08900000000017,-33.44905091999999,-27.882904139999937,-32.74178877999998,-28.590166299999964,146.13681321327,-68.46031886489399,82.12743859395903,-19.694555195363392
1966,-45.67100000000005,-127.5150000000001,-51.82199999999989,-121.36299999999983,-19.85063533000016,-124.11925894000001,-28.177529279999817,-115.79236498,-31.383895711080015,246.98425029861,-34.79142923642101,13.063011932883015
1966,86.24099999999999,128.52400000000011,33.919999999999845,180.84500000000003,68.00419551000005,145.1461854700001,21.085468269999865,192.06491271999994,-73.47064198253999,63.43797610556999,15.099189203702991,60.47396365675499
